Distance [Bohr]; Energy [Hartree]
6.999999999999999556e-01 -1.803904574742036804e-01
7.434343434343433366e-01 -2.390709737297631587e-01
7.868686868686868285e-01 -2.891726038753115180e-01
8.303030303030302095e-01 -3.321506081772960250e-01
8.737373737373737015e-01 -3.691648091079182681e-01
9.171717171717170825e-01 -4.011496505006451052e-01
9.606060606060604634e-01 -4.288654582973501217e-01
1.004040404040404066e+00 -4.529364553726225040e-01
1.047474747474747447e+00 -4.738792979418470219e-01
1.090909090909090828e+00 -4.921247483105803955e-01
1.134343434343434209e+00 -5.080343260534302408e-01
1.177777777777777590e+00 -5.219132478932796415e-01
1.221212121212121193e+00 -5.340205946585295793e-01
1.264646464646464574e+00 -5.445773816502509357e-01
1.308080808080807955e+00 -5.537730236718814147e-01
1.351515151515151558e+00 -5.617705552399968605e-01
1.394949494949494717e+00 -5.687108740728822331e-01
1.438383838383838320e+00 -5.747162103440248693e-01
1.481818181818181701e+00 -5.798929771727252547e-01
1.525252525252525082e+00 -5.843341236124076632e-01
1.568686868686868685e+00 -5.881210859698949855e-01
1.612121212121211844e+00 -5.913254139222571260e-01
1.655555555555555447e+00 -5.940101327710600732e-01
1.698989898989898828e+00 -5.962308911008288304e-01
1.742424242424242209e+00 -5.980369333265087572e-01
1.785858585858585590e+00 -5.994719286373894063e-01
1.829292929292929193e+00 -6.005746813540056017e-01
1.872727272727272574e+00 -6.013797424878434272e-01
1.916161616161615955e+00 -6.019179381530546102e-01
1.959595959595959336e+00 -6.022168272662554722e-01
2.003030303030302939e+00 -6.023010985326346933e-01
2.046464646464646542e+00 -6.021929149039411122e-01
2.089898989898989701e+00 -6.019122123662778989e-01
2.133333333333332860e+00 -6.014769589428076157e-01
2.176767676767676463e+00 -6.009033790691212795e-01
2.220202020202020066e+00 -6.002061479294262814e-01
2.263636363636363669e+00 -5.993985598613333909e-01
2.307070707070706828e+00 -5.984926745067506992e-01
2.350505050505049986e+00 -5.974994439769665266e-01
2.393939393939393590e+00 -5.964288239042299100e-01
2.437373737373737193e+00 -5.952898708686641394e-01
2.480808080808080796e+00 -5.940908283237351650e-01
2.524242424242423954e+00 -5.928392028036606476e-01
2.567676767676767113e+00 -5.915418318886420668e-01
2.611111111111110716e+00 -5.902049451346860209e-01
2.654545454545454319e+00 -5.888342189444470964e-01
2.697979797979797922e+00 -5.874348261659504411e-01
2.741414141414141525e+00 -5.860114810525627327e-01
2.784848484848484240e+00 -5.845684800974531026e-01
2.828282828282827843e+00 -5.831097391636254068e-01
2.871717171717171446e+00 -5.816388272614639865e-01
2.915151515151515049e+00 -5.801589972745639923e-01
2.958585858585858652e+00 -5.786732138973237349e-01
3.002020202020201367e+00 -5.771841790203204869e-01
3.045454545454544970e+00 -5.756943547791281146e-01
3.088888888888888573e+00 -5.742059844662283918e-01
3.132323232323232176e+00 -5.727211114924706248e-01
3.175757575757575779e+00 -5.712415965727049016e-01
3.219191919191918494e+00 -5.697691332989014423e-01
3.262626262626262097e+00 -5.683052622527038356e-01
3.306060606060605700e+00 -5.668513837979329839e-01
3.349494949494949303e+00 -5.654087696817070574e-01
3.392929292929292906e+00 -5.639785735611555495e-01
3.436363636363635621e+00 -5.625618405609723593e-01
3.479797979797979224e+00 -5.611595159561817425e-01
3.523232323232322827e+00 -5.597724530640999507e-01
3.566666666666666430e+00 -5.584014204202094600e-01
3.610101010101010033e+00 -5.570471083046952820e-01
3.653535353535352748e+00 -5.557101346792900909e-01
3.696969696969696351e+00 -5.543910505884670492e-01
3.740404040404039954e+00 -5.530903450741793126e-01
3.783838383838383557e+00 -5.518084496494297664e-01
3.827272727272727160e+00 -5.505457423727233568e-01
3.870707070707069875e+00 -5.493025515626023259e-01
3.914141414141413478e+00 -5.480791591889206948e-01
3.957575757575757081e+00 -5.468758039750897249e-01
4.001010101010100684e+00 -5.456926842431016889e-01
4.044444444444444287e+00 -5.445299605308154822e-01
4.087878787878787890e+00 -5.433877580082868697e-01
4.131313131313130604e+00 -5.422661687175205358e-01
4.174747474747474207e+00 -5.411652536573818839e-01
4.218181818181817810e+00 -5.400850447327885107e-01
4.261616161616161413e+00 -5.390255465847780814e-01
4.305050505050505016e+00 -5.379867383156693439e-01
4.348484848484847731e+00 -5.369685751212109892e-01
4.391919191919191334e+00 -5.359709898395643712e-01
4.435353535353534937e+00 -5.349938944251327877e-01
4.478787878787878540e+00 -5.340371813535638168e-01
4.522222222222222143e+00 -5.331007249629471367e-01
4.565656565656564858e+00 -5.321843827350865030e-01
4.609090909090908461e+00 -5.312879965197457866e-01
4.652525252525252064e+00 -5.304113937041674554e-01
4.695959595959595667e+00 -5.295543883296107701e-01
4.739393939393939270e+00 -5.287167821563031334e-01
4.782828282828282873e+00 -5.278983656780271705e-01
4.826262626262625588e+00 -5.270989190874474373e-01
4.869696969696969191e+00 -5.263182131932819807e-01
4.913131313131312794e+00 -5.255560102904429653e-01
4.956565656565656397e+00 -5.248120649844346675e-01
5.000000000000000000e+00 -5.240861249713142378e-01
